node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
920	155971	protein	protein	CD4	env
3105	155971	protein	protein	HLA-A	env
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
920	156110	protein	protein	CD4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
920	155871	protein	protein	CD4	tat
3105	155871	protein	protein	HLA-A	tat
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
920	155945	protein	protein	CD4	vpu
3105	155945	protein	protein	HLA-A	vpu
3105	155971	protein	protein	HLA-A	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
3105	155971	protein	protein	HLA-A	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
7852	155971	protein	protein	CXCR4	env
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
7852	156110	protein	protein	CXCR4	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
7852	156110	protein	protein	CXCR4	nef
3105	155871	protein	protein	HLA-A	tat
7852	155871	protein	protein	CXCR4	tat
3105	155971	protein	protein	HLA-A	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3558	155971	protein	protein	IL2	env
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3122	156110	protein	protein	HLA-DRA	nef
3122	156110	protein	protein	HLA-DRA	nef
3558	156110	protein	protein	IL2	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3122	156110	protein	protein	HLA-DRA	nef
3558	156110	protein	protein	IL2	nef
3558	156110	protein	protein	IL2	nef
3105	155871	protein	protein	HLA-A	tat
3122	155871	protein	protein	HLA-DRA	tat
3558	155871	protein	protein	IL2	tat
3558	155871	protein	protein	IL2	tat
3105	155871	protein	protein	HLA-A	tat
3122	155871	protein	protein	HLA-DRA	tat
3558	155871	protein	protein	IL2	tat
3105	155971	protein	protein	HLA-A	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3105	155971	protein	protein	HLA-A	env
3122	155971	protein	protein	HLA-DRA	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3105	155971	protein	protein	HLA-A	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3122	156110	protein	protein	HLA-DRA	nef
3122	156110	protein	protein	HLA-DRA	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3105	156110	protein	protein	HLA-A	nef
3122	156110	protein	protein	HLA-DRA	nef
3105	155871	protein	protein	HLA-A	tat
3122	155871	protein	protein	HLA-DRA	tat
3105	155871	protein	protein	HLA-A	tat
3122	155871	protein	protein	HLA-DRA	tat
3108	155971	protein	protein	HLA-DMA	env
3109	155971	protein	protein	HLA-DMB	env
3111	155971	protein	protein	HLA-DOA	env
3112	155971	protein	protein	HLA-DOB	env
3113	155971	protein	protein	HLA-DPA1	env
3115	155971	protein	protein	HLA-DPB1	env
3117	155971	protein	protein	HLA-DQA1	env
3118	155971	protein	protein	HLA-DQA2	env
3119	155971	protein	protein	HLA-DQB1	env
3120	155971	protein	protein	HLA-DQB2	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3108	155971	protein	protein	HLA-DMA	env
3109	155971	protein	protein	HLA-DMB	env
3111	155971	protein	protein	HLA-DOA	env
3112	155971	protein	protein	HLA-DOB	env
3113	155971	protein	protein	HLA-DPA1	env
3115	155971	protein	protein	HLA-DPB1	env
3117	155971	protein	protein	HLA-DQA1	env
3118	155971	protein	protein	HLA-DQA2	env
3119	155971	protein	protein	HLA-DQB1	env
3120	155971	protein	protein	HLA-DQB2	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3127	155971	protein	protein	HLA-DRB5	env
3108	155971	protein	protein	HLA-DMA	env
3109	155971	protein	protein	HLA-DMB	env
3111	155971	protein	protein	HLA-DOA	env
3112	155971	protein	protein	HLA-DOB	env
3113	155971	protein	protein	HLA-DPA1	env
3115	155971	protein	protein	HLA-DPB1	env
3117	155971	protein	protein	HLA-DQA1	env
3118	155971	protein	protein	HLA-DQA2	env
3119	155971	protein	protein	HLA-DQB1	env
3120	155971	protein	protein	HLA-DQB2	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3108	155971	protein	protein	HLA-DMA	env
3109	155971	protein	protein	HLA-DMB	env
3111	155971	protein	protein	HLA-DOA	env
3112	155971	protein	protein	HLA-DOB	env
3113	155971	protein	protein	HLA-DPA1	env
3115	155971	protein	protein	HLA-DPB1	env
3117	155971	protein	protein	HLA-DQA1	env
3118	155971	protein	protein	HLA-DQA2	env
3119	155971	protein	protein	HLA-DQB1	env
3120	155971	protein	protein	HLA-DQB2	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3108	155971	protein	protein	HLA-DMA	env
3108	155971	protein	protein	HLA-DMA	env
3109	155971	protein	protein	HLA-DMB	env
3109	155971	protein	protein	HLA-DMB	env
3111	155971	protein	protein	HLA-DOA	env
3111	155971	protein	protein	HLA-DOA	env
3112	155971	protein	protein	HLA-DOB	env
3112	155971	protein	protein	HLA-DOB	env
3113	155971	protein	protein	HLA-DPA1	env
3113	155971	protein	protein	HLA-DPA1	env
3115	155971	protein	protein	HLA-DPB1	env
3115	155971	protein	protein	HLA-DPB1	env
3117	155971	protein	protein	HLA-DQA1	env
3117	155971	protein	protein	HLA-DQA1	env
3118	155971	protein	protein	HLA-DQA2	env
3118	155971	protein	protein	HLA-DQA2	env
3119	155971	protein	protein	HLA-DQB1	env
3119	155971	protein	protein	HLA-DQB1	env
3120	155971	protein	protein	HLA-DQB2	env
3120	155971	protein	protein	HLA-DQB2	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3127	155971	protein	protein	HLA-DRB5	env
3108	155871	protein	protein	HLA-DMA	tat
3109	155871	protein	protein	HLA-DMB	tat
3111	155871	protein	protein	HLA-DOA	tat
3112	155871	protein	protein	HLA-DOB	tat
3113	155871	protein	protein	HLA-DPA1	tat
3115	155871	protein	protein	HLA-DPB1	tat
3117	155871	protein	protein	HLA-DQA1	tat
3118	155871	protein	protein	HLA-DQA2	tat
3119	155871	protein	protein	HLA-DQB1	tat
3120	155871	protein	protein	HLA-DQB2	tat
3122	155871	protein	protein	HLA-DRA	tat
3123	155871	protein	protein	HLA-DRB1	tat
3125	155871	protein	protein	HLA-DRB3	tat
3126	155871	protein	protein	HLA-DRB4	tat
3127	155871	protein	protein	HLA-DRB5	tat
3122	155030	protein	protein	HLA-DRA	gag
3123	155030	protein	protein	HLA-DRB1	gag
3125	155030	protein	protein	HLA-DRB3	gag
3126	155030	protein	protein	HLA-DRB4	gag
3127	155030	protein	protein	HLA-DRB5	gag
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155971	protein	protein	HLA-DRA	env
3122	155971	protein	protein	HLA-DRA	env
3123	155971	protein	protein	HLA-DRB1	env
3123	155971	protein	protein	HLA-DRB1	env
3125	155971	protein	protein	HLA-DRB3	env
3125	155971	protein	protein	HLA-DRB3	env
3126	155971	protein	protein	HLA-DRB4	env
3126	155971	protein	protein	HLA-DRB4	env
3127	155971	protein	protein	HLA-DRB5	env
3127	155971	protein	protein	HLA-DRB5	env
3122	155030	protein	protein	HLA-DRA	gag
3123	155030	protein	protein	HLA-DRB1	gag
3125	155030	protein	protein	HLA-DRB3	gag
3126	155030	protein	protein	HLA-DRB4	gag
3127	155030	protein	protein	HLA-DRB5	gag
3122	155030	protein	protein	HLA-DRA	gag
3123	155030	protein	protein	HLA-DRB1	gag
3125	155030	protein	protein	HLA-DRB3	gag
3126	155030	protein	protein	HLA-DRB4	gag
3127	155030	protein	protein	HLA-DRB5	gag
3122	155030	protein	protein	HLA-DRA	gag
3123	155030	protein	protein	HLA-DRB1	gag
3125	155030	protein	protein	HLA-DRB3	gag
3126	155030	protein	protein	HLA-DRB4	gag
3127	155030	protein	protein	HLA-DRB5	gag
3122	155871	protein	protein	HLA-DRA	tat
3123	155871	protein	protein	HLA-DRB1	tat
3125	155871	protein	protein	HLA-DRB3	tat
3126	155871	protein	protein	HLA-DRB4	tat
3127	155871	protein	protein	HLA-DRB5	tat
3122	155871	protein	protein	HLA-DRA	tat
3123	155871	protein	protein	HLA-DRB1	tat
3125	155871	protein	protein	HLA-DRB3	tat
3126	155871	protein	protein	HLA-DRB4	tat
3127	155871	protein	protein	HLA-DRB5	tat
7277	155971	protein	protein	TUBA4A	env
7278	155971	protein	protein	TUBA3C	env
7846	155971	protein	protein	TUBA1A	env
10376	155971	protein	protein	TUBA1B	env
51807	155971	protein	protein	TUBA8	env
84790	155971	protein	protein	TUBA1C	env
7277	155908	protein	protein	TUBA4A	rev
7278	155908	protein	protein	TUBA3C	rev
7846	155908	protein	protein	TUBA1A	rev
10376	155908	protein	protein	TUBA1B	rev
51807	155908	protein	protein	TUBA8	rev
84790	155908	protein	protein	TUBA1C	rev
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7846	155871	protein	protein	TUBA1A	tat
10376	155871	protein	protein	TUBA1B	tat
51807	155871	protein	protein	TUBA8	tat
84790	155871	protein	protein	TUBA1C	tat
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7846	155871	protein	protein	TUBA1A	tat
10376	155871	protein	protein	TUBA1B	tat
51807	155871	protein	protein	TUBA8	tat
84790	155871	protein	protein	TUBA1C	tat
7277	155971	protein	protein	TUBA4A	env
7278	155971	protein	protein	TUBA3C	env
7846	155971	protein	protein	TUBA1A	env
51807	155971	protein	protein	TUBA8	env
84790	155971	protein	protein	TUBA1C	env
7277	155908	protein	protein	TUBA4A	rev
7278	155908	protein	protein	TUBA3C	rev
7846	155908	protein	protein	TUBA1A	rev
51807	155908	protein	protein	TUBA8	rev
84790	155908	protein	protein	TUBA1C	rev
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7846	155871	protein	protein	TUBA1A	tat
51807	155871	protein	protein	TUBA8	tat
84790	155871	protein	protein	TUBA1C	tat
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7846	155871	protein	protein	TUBA1A	tat
51807	155871	protein	protein	TUBA8	tat
84790	155871	protein	protein	TUBA1C	tat
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7846	155871	protein	protein	TUBA1A	tat
51807	155871	protein	protein	TUBA8	tat
84790	155871	protein	protein	TUBA1C	tat
7277	155971	protein	protein	TUBA4A	env
7278	155971	protein	protein	TUBA3C	env
7277	155971	protein	protein	TUBA4A	env
7278	155971	protein	protein	TUBA3C	env
7277	155908	protein	protein	TUBA4A	rev
7278	155908	protein	protein	TUBA3C	rev
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
7277	155871	protein	protein	TUBA4A	tat
7278	155871	protein	protein	TUBA3C	tat
4928	155908	protein	protein	NUP98	rev
7514	155908	protein	protein	XPO1	rev
8021	155908	protein	protein	NUP214	rev
8021	155908	protein	protein	NUP214	rev
