	nsc	conclusion	cid
21248	643171	CI	370314
21249	643172	CI	5354494
21250	643173	CI	6257227
21251	643174	CI	5351391
21252	643175	CI	756926
21253	643176	CI	370318
21254	643177	CI	1550191
21255	643178	CI	1550192
21256	643179	CI	6156677
21257	643180	CI	5712112
21258	643181	CI	5345651
21259	643182	CI	370323
21260	643183	CI	5345831
21261	643184	CI	5935779
21262	643185	CI	5913857
21263	643186	CI	5351392
21264	643187	CI	21142149
21265	643188	CI	54600728
21266	643189	CI	5922969
21267	643190	CI	6062847
21268	643191	CI	370332
21269	643192	CI	370333
21270	643193	CI	370334
21271	643194	CI	370335
21272	643195	CI	370336
21273	643196	CI	370337
21274	643342	CI	370342
21275	643344	CI	370343
21276	643350	CI	54608832
21277	643351	CI	5351393
21278	643408	CA	11969947
21279	643409	CI	nan
21280	643410	CI	370348
21281	643411	CI	370349
21282	643412	CI	nan
21283	643413	CI	370350
21284	643414	CI	370351
21285	643415	CI	370352
21286	643416	CI	370353
21287	643417	CM	370354
21288	643418	CM	370355
21289	643419	CI	370356
21290	643420	CI	370357
21291	643421	CI	370358
21292	643422	CI	370359
21293	643423	CI	370360
21294	643424	CI	6711815
21295	643425	CI	6711816
21296	643426	CI	6711817
21297	643427	CI	6711818
21298	643428	CI	370365
21299	643429	CI	96554
21300	643430	CI	273818
21301	643431	CI	370366
21302	643432	CI	370367
21303	643433	CI	370368
21304	643434	CI	370369
21305	643435	CI	370370
21306	643436	CI	370371
21307	643437	CI	370372
21308	643438	CI	370373
21309	643439	CI	467007
21310	643440	CI	370374
21311	643441	CI	370375
21312	643443	CI	370377
21313	643467	CI	9571327
21314	643468	CI	5465261
21315	643469	CI	9571328
21316	643470	CI	5465263
21317	643471	CI	5465264
21318	643472	CI	370381
21319	643473	CI	370382
21320	643474	CI	9571329
21321	643475	CI	5465266
21322	643476	CI	370384
21323	643477	CI	370385
21324	643478	CI	342313
21325	643479	CI	121135
21326	643480	CI	370386
21327	643481	CI	370387
21328	643482	CM	370388
21329	643483	CI	370389
21330	643484	CI	370390
21331	643485	CI	370391
21332	643486	CI	370392
21333	643487	CI	370393
21334	643488	CI	81870
21335	643489	CI	370394
21336	643490	CI	326849
21337	643491	CI	370395
21338	643492	CI	370396
21339	643493	CI	61645
21340	643494	CI	370397
21341	643495	CI	370398
21342	643498	CI	370399
21343	643499	CI	370400
21344	643500	CI	370401
21345	643501	CI	9555853
21346	643502	CI	9555854
21347	643503	CI	9555855
21348	643504	CI	9555856
21349	643505	CI	9555857
21350	643506	CI	9555858
21351	643507	CI	9555859
21352	643508	CI	9555860
21353	643509	CI	9555861
21354	643510	CI	9571330
21355	643511	CI	9555862
21356	643512	CI	9555863
21357	643513	CI	9555864
21358	643514	CI	9555865
21359	643515	CI	9555866
21360	643516	CI	370417
21361	643517	CI	370419
21362	643518	CI	370420
21363	643519	CI	370422
21364	643520	CI	370424
21365	643521	CI	370425
21366	643522	CI	370426
21367	643523	CI	370427
21368	643524	CI	370428
21369	643525	CI	370429
21370	643526	CI	370430
21371	643527	CI	370431
21372	643528	CI	370432
21373	643529	CI	370433
21374	643530	CI	370434
21375	643531	CI	370435
21376	643532	CI	370436
21377	643533	CI	370437
21378	643534	CI	370438
21379	643535	CI	370439
21380	643536	CI	370440
21381	643537	CI	370441
21382	643538	CI	370442
21383	643539	CI	370443
21384	643540	CI	370444
21385	643541	CI	370445
21386	643542	CI	370446
21387	643543	CI	370447
21388	643544	CI	333280
21389	643545	CI	370448
21390	643546	CI	370450
21391	643547	CM	11969948
21392	643548	CM	54598754
21393	643585	CI	370454
21394	643586	CI	370455
21395	643587	CI	370456
21396	643588	CI	370457
21397	643589	CI	370458
21398	643590	CI	370459
21399	643591	CI	370460
21400	643592	CI	370461
21401	643593	CI	370462
21402	643594	CI	370463
21403	643595	CI	370464
21404	643596	CI	370465
21405	643597	CI	5845130
21406	643598	CI	5466813
21407	643599	CI	370469
21408	643600	CI	370470
21409	643697	CI	135467696
21410	643698	CI	370473
21411	643699	CM	370474
21412	643700	CM	370476
21413	643701	CI	135499193
21414	643702	CI	370480
21415	643703	CA	370481
21416	643704	CI	370483
21417	643705	CI	370484
21418	643707	CI	370485
21419	643708	CI	6399337
21420	643709	CI	370487
21421	643710	CI	370488
21422	643711	CI	370489
21423	643712	CI	370490
21424	643713	CI	370491
21425	643716	CI	11969949
21426	643717	CI	370494
21427	643718	CI	370495
21428	643719	CI	370496
21429	643720	CI	370497
21430	643721	CI	370498
21431	643722	CI	370500
21432	643723	CI	370502
21433	643724	CI	370503
21434	643725	CI	370504
21435	643726	CI	370505
21436	643727	CI	370506
21437	643728	CI	370507
21438	643729	CI	370508
21439	643730	CI	370509
21440	643731	CI	370510
21441	643732	CI	11969951
21442	643735	CI	5459200
21443	643736	CI	3001637
21444	643737	CI	3004300
21445	643738	CI	3004301
21446	643739	CI	3004302
21447	643740	CI	3004303
21448	643743	CI	370518
21449	643744	CI	370519
21450	643745	CI	54608086
21451	643746	CI	54604808
21452	643747	CI	370524
21453	643748	CI	370526
21454	643749	CI	54608544
21455	643757	CI	370530
21456	643758	CI	370531
21457	643759	CI	370532
21458	643760	CI	370533
21459	643761	CI	370534
21460	643762	CI	370535
21461	643763	CI	643851
21462	643764	CI	5345775
21463	643765	CI	5908063
21464	643766	CI	370539
21465	643767	CI	370540
21466	643768	CI	370541
21467	643769	CI	6061570
21468	643770	CI	370543
21469	643771	CI	370544
21470	643772	CI	5904290
21471	643773	CI	5466823
21472	643774	CI	5351394
21473	643775	CI	5466824
21474	643776	CI	5466825
21475	643777	CI	5466826
21476	643778	CI	5466827
21477	643779	CI	5466828
21478	643780	CI	5466829
21479	643781	CI	5466830
21480	643782	CI	5466831
21481	643783	CI	5466832
21482	643784	CI	54704004
21483	643785	CI	370558
21484	643786	CI	370559
21485	643787	CI	370561
21486	643788	CI	370562
21487	643789	CI	370563
21488	643790	CI	370564
21489	643791	CI	370565
21490	643812	CI	54598755
21491	643813	CI	54611297
21492	643814	CI	5798508
21493	643815	CI	5459201
21494	643816	CI	370571
21495	643817	CI	370572
21496	643818	CI	370573
21497	643819	CI	370574
21498	643820	CI	370575
21499	643835	CI	16683185
21500	643836	CI	16683186
21501	643837	CI	16683573
21502	643838	CI	16683574
21503	643839	CI	16683187
21504	643840	CI	16683575
21505	643841	CI	16683188
21506	643842	CI	16683576
21507	643843	CI	16683577
21508	643844	CI	16683578
21509	643845	CI	16683189
21510	643846	CI	16683190
21511	643847	CI	16683191
21512	643848	CI	16683192
21513	643849	CI	16683193
21514	643850	CI	16683194
21515	643851	CI	16683195
21516	643852	CI	16683196
21517	643853	CI	16683197
21518	643854	CI	16683198
21519	643855	CI	16683199
21520	643856	CI	16683200
21521	643857	CI	16683201
21522	643858	CI	16683202
21523	643859	CI	16683203
21524	643860	CI	16683204
21525	643861	CI	16683205
21526	643862	CI	16683206
21527	643863	CI	16683207
21528	643864	CI	9571331
21529	643903	CI	370612
21530	643904	CI	3004304
21531	643905	CI	370614
21532	643906	CI	370615
21533	643909	CI	370616
21534	643910	CI	2737412
21535	643911	CI	370618
21536	643912	CI	370619
21537	643913	CI	370620
21538	643914	CI	3004305
21539	643916	CI	370623
21540	643917	CI	370624
21541	643918	CI	135499194
21542	643919	CI	370626
21543	643920	CI	370627
21544	643921	CI	370628
21545	643922	CI	370629
21546	643923	CI	370630
21547	643924	CI	370631
21548	643925	CI	370632
21549	643926	CI	370633
21550	643928	CI	6711821
21551	643977	CI	370635
21552	643978	CI	370636
21553	643980	CM	370637
21554	643981	CI	370639
21555	643982	CI	370640
21556	643983	CA	nan
21557	643984	CA	nan
21558	643985	CA	nan
21559	643986	CA	nan
21560	643987	CA	nan
21561	643988	CA	nan
21562	643989	CM	nan
21563	643990	CM	nan
21564	643991	CI	nan
21565	643992	CI	6474495
21566	643993	CI	6474496
21567	643994	CI	370645
21568	643995	CI	54608087
21569	644011	CI	370649
21570	644012	CI	6711822
21571	644013	CI	370651
21572	644014	CI	370652
21573	644015	CI	370653
21574	644017	CI	370654
21575	644019	CI	370656
21576	644022	CI	370657
21577	644025	CI	nan
21578	644026	CI	nan
21579	644027	CM	nan
21580	644035	CI	370659
21581	644036	CI	370660
21582	644037	CI	370661
21583	644038	CI	370662
21584	644039	CI	370663
21585	644040	CI	370664
21586	644041	CI	370665
21587	644042	CI	370666
21588	644043	CI	370667
21589	644044	CI	370668
21590	644045	CI	370669
21591	644046	CI	370670
21592	644047	CI	370671
21593	644048	CI	370672
21594	644049	CI	370673
21595	644050	CI	370674
21596	644051	CI	370675
21597	644052	CI	370676
21598	644053	CI	370677
21599	644054	CI	370678
21600	644055	CI	370679
21601	644056	CI	370680
21602	644068	CI	370681
21603	644069	CI	6711823
21604	644070	CI	370683
21605	644071	CI	370684
21606	644072	CI	370685
21607	644073	CI	370686
21608	644074	CI	370687
21609	644075	CI	370688
21610	644076	CI	370689
21611	644077	CI	370690
21612	644078	CI	370691
21613	644079	CI	370692
21614	644080	CI	370693
21615	644081	CI	370694
21616	644192	CI	5466839
21617	644193	CI	54601696
21618	644195	CI	370698
21619	644196	CI	370699
21620	644197	CI	5466840
21621	644198	CM	370701
21622	644199	CI	370702
21623	644200	CI	370703
21624	644201	CI	135492127
21625	644202	CI	495103
21626	644203	CI	135499195
21627	644204	CI	370706
21628	644205	CI	3004306
21629	644209	CI	54704005
21630	644211	CI	370710
21631	644213	CI	370712
21632	644214	CI	370713
21633	644215	CI	132292
21634	644216	CI	370714
21635	644217	CI	370715
21636	644218	CI	370716
21637	644219	CI	370718
21638	644220	CI	370719
21639	644221	CI	370721
21640	644222	CI	3004307
21641	644223	CI	370724
21642	644224	CI	370725
21643	644225	CI	6150872
21644	644226	CI	6711826
21645	644246	CI	195816
21646	644247	CI	195596
21647	644248	CI	370728
21648	644249	CI	370729
21649	644250	CI	370731
21650	644251	CI	370732
21651	644252	CI	370733
21652	644253	CI	131456
21653	644254	CI	370734
21654	644255	CI	370735
21655	644261	CI	nan
21656	644262	CI	nan
21657	644263	CI	370740
21658	644264	CI	370741
21659	644265	CI	370742
21660	644266	CI	370743
21661	644267	CI	370744
21662	644268	CI	370745
21663	644269	CI	370746
21664	644270	CI	370747
21665	644271	CI	370748
21666	644272	CI	370749
21667	644273	CI	370750
21668	644274	CI	370751
21669	644275	CI	5867163
21670	644276	CI	370753
21671	644277	CI	370754
21672	644278	CI	370755
21673	644279	CI	370756
21674	644280	CI	11969959
21675	644281	CI	11969960
21676	644282	CI	11969961
21677	644283	CI	6711827
21678	644284	CI	11969962
21679	644285	CI	11969963
21680	644286	CI	11969964
21681	644287	CI	11969965
21682	644288	CI	370765
21683	644289	CI	5466841
21684	644290	CI	370767
21685	644291	CI	370768
21686	644292	CI	370769
21687	644293	CI	370770
21688	644294	CI	370771
21689	644295	CI	5466842
21690	644296	CI	5466843
21691	644297	CI	370774
21692	644298	CI	370775
21693	644299	CI	370776
21694	644300	CI	6711828
21695	644301	CI	11969966
21696	644302	CI	11969967
21697	644303	CI	370780
21698	644304	CI	5466844
21699	644305	CI	5466845
21700	644306	CI	370783
21701	644307	CI	370784
21702	644308	CI	370785
21703	644309	CM	370786
21704	644310	CI	370787
21705	644311	CI	370788
21706	644312	CI	370789
21707	644313	CI	54608861
21708	644314	CI	5465283
21709	644315	CI	370793
21710	644316	CI	370794
21711	644317	CI	370795
21712	644318	CI	370796
21713	644319	CI	370797
21714	644320	CI	370798
21715	644321	CI	370799
21716	644322	CI	370800
21717	644323	CI	50990881
21718	644324	CI	370802
21719	644325	CI	370803
21720	644326	CI	370804
21721	644327	CI	370805
21722	644328	CI	370806
21723	644329	CI	370807
21724	644330	CI	370808
21725	644331	CI	370809
21726	644332	CI	370810
21727	644333	CI	370812
21728	644334	CI	370813
21729	644335	CI	370814
21730	644336	CI	370815
21731	644337	CI	370816
21732	644340	CI	370817
21733	644432	CI	6711829
21734	644433	CI	6711830
21735	644459	CA	nan
21736	644460	CA	nan
21737	644461	CM	nan
21738	644462	CA	nan
21739	644463	CA	nan
21740	644464	CA	nan
21741	644465	CM	nan
21742	644466	CM	nan
21743	644467	CA	nan
21744	644468	CI	62881
21745	644471	CI	5912538
21746	644473	CI	370822
21747	644475	CI	135499197
21748	644476	CI	370825
21749	644477	CI	9555868
21750	644478	CI	9555869
21751	644479	CI	135499198
21752	644480	CI	9555870
21753	644496	CI	370830
21754	644497	CI	370831
21755	644498	CI	370832
21756	644499	CI	370834
21757	644500	CI	370836
21758	644501	CI	11969968
21759	644502	CI	364887
21760	644503	CI	370839
21761	644547	CI	370841
21762	644548	CI	370842
21763	644549	CI	370843
21764	644550	CI	370844
21765	644551	CI	370845
21766	644552	CI	370846
21767	644553	CI	370847
21768	644554	CI	370848
21769	644555	CI	370849
21770	644556	CI	nan
21771	644557	CI	370850
21772	644558	CI	370851
21773	644559	CI	370852
21774	644575	CI	370853
21775	644576	CI	370854
21776	644577	CI	370855
21777	644578	CI	135438284
21778	644579	CI	370857
21779	644580	CI	370858
21780	644581	CI	135400444
21781	644582	CI	135439995
21782	644583	CI	135499199
21783	644584	CI	370861
21784	644595	CI	370862
21785	644596	CI	370863
21786	644597	CI	370864
21787	644598	CI	370865
21788	644599	CI	370866
21789	644600	CI	370867
21790	644601	CI	370868
21791	644602	CI	370869
21792	644619	CI	370884
21793	644620	CI	370885
21794	644621	CI	370886
21795	644622	CI	370888
21796	644623	CI	370889
21797	644624	CI	370890
21798	644627	CI	370891
21799	644628	CI	370892
21800	644629	CI	370893
21801	644630	CI	370894
21802	644631	CI	370895
21803	644632	CI	370896
21804	644633	CA	370897
21805	644634	CI	370899
21806	644635	CI	370900
21807	644636	CI	370901
21808	644637	CI	370902
21809	644638	CI	5355477
21810	644639	CI	5466858
21811	644640	CI	5466859
21812	644641	CI	370901
21813	644642	CI	370902
21814	644643	CI	370905
21815	644644	CI	370906
21816	644646	CI	370907
21817	644647	CI	5466860
21818	644648	CI	5466861
21819	644649	CI	370911
21820	644650	CI	370912
21821	644651	CI	370913
21822	644700	CI	6711832
21823	644717	CI	370915
21824	644718	CI	11969969
21825	644719	CI	370917
21826	644720	CI	370919
21827	644721	CI	6711833
21828	644726	CI	370920
21829	644727	CI	135499200
21830	644728	CI	135499201
21831	644729	CI	5465292
21832	644730	CI	370924
21833	644731	CI	135499202
21834	644732	CI	135499203
21835	644733	CI	6474140
21836	644734	CI	135499204
21837	644735	CI	370930
21838	644736	CI	9571677
21839	644737	CI	5819782
21840	644738	CI	3004315
21841	644739	CI	3004316
21842	644740	CI	370935
21843	644741	CI	370936
21844	644742	CI	370937
21845	644743	CI	370938
21846	644744	CI	370939
21847	644745	CI	370940
21848	644746	CI	370941
21849	644747	CI	370942
21850	644748	CI	370943
21851	644749	CI	5465297
21852	644750	CI	370945
21853	644751	CI	370946
21854	644752	CI	5781682
21855	644753	CI	370948
21856	644754	CI	370949
21857	644755	CI	370950
21858	644756	CI	370951
21859	644757	CI	370952
21860	644758	CI	370953
21861	644759	CI	3000680
21862	644760	CI	370955
21863	644761	CI	370956
21864	644762	CI	370957
21865	644763	CI	5465298
21866	644764	CI	370959
21867	644765	CI	5918279
21868	644766	CI	370961
21869	644767	CI	370962
21870	644768	CI	3000681
21871	644769	CI	3281440
21872	644770	CI	370965
21873	644771	CI	370966
21874	644772	CI	370967
21875	644773	CI	370968
21876	644774	CI	370969
21877	644775	CI	370970
21878	644776	CI	3000682
21879	644777	CI	5805325
21880	644778	CI	370973
21881	644779	CI	3004318
21882	644780	CI	3004319
21883	644781	CI	370975
21884	644782	CI	370976
21885	644783	CI	370977
21886	644784	CI	3004320
21887	644785	CI	6477321
21888	644786	CI	370980
21889	644787	CI	370981
21890	644788	CI	370982
21891	644789	CI	6014280
21892	644790	CI	370984
21893	644791	CI	370985
21894	644792	CI	370986
21895	644793	CI	3000683
21896	644794	CI	370988
21897	644795	CI	370989
21898	644796	CI	6148734
21899	644812	CI	370992
21900	644813	CI	370994
21901	644814	CI	370996
21902	644859	CI	370998
21903	644860	CI	370999
21904	644861	CI	5465300
21905	644864	CI	371001
21906	644865	CI	135499205
21907	644866	CI	135499206
21908	644867	CI	135499207
21909	644868	CI	135499208
21910	644869	CI	135499209
21911	644870	CI	9555871
21912	644871	CI	371008
21913	644872	CI	135499210
21914	644873	CI	135499211
21915	644874	CI	371012
21916	644875	CI	371013
21917	644876	CI	371014
21918	644877	CI	135499213
21919	644878	CI	9571334
21920	644879	CI	371017
21921	644880	CI	371018
21922	644881	CI	135499214
21923	644882	CI	135499216
21924	644883	CI	9571335
21925	644884	CI	135499218
21926	644902	CI	371025
21927	644906	CI	371026
21928	644907	CI	nan
21929	644908	CI	nan
21930	644909	CI	371028
21931	644910	CI	16683212
21932	644911	CI	nan
21933	644912	CI	371030
21934	644913	CI	nan
21935	644914	CI	nan
21936	644915	CI	nan
21937	644916	CI	nan
21938	644917	CI	371032
21939	644918	CI	nan
21940	644919	CI	371033
21941	644920	CI	nan
21942	644921	CI	371034
21943	644922	CI	371035
21944	644923	CI	nan
21945	644924	CI	nan
21946	644925	CI	nan
21947	644926	CI	nan
21948	644927	CI	nan
21949	644928	CI	nan
21950	644931	CI	nan
21951	644932	CI	371040
21952	644933	CI	11979346
21953	644934	CI	24202369
21954	644935	CI	nan
21955	644936	CI	371041
21956	644937	CI	16683225
21957	644938	CI	371043
21958	644943	CI	371046
21959	644944	CI	54600730
21960	644956	CI	371057
21961	644957	CI	371058
21962	644958	CI	371059
21963	644959	CI	371060
21964	644960	CI	371061
21965	644961	CI	371062
21966	644962	CI	371063
21967	644963	CI	371064
21968	644964	CI	371065
21969	644965	CI	371066
21970	644966	CI	371067
21971	644967	CI	371068
21972	645009	CM	371070
21973	645010	CI	371071
21974	645011	CI	135398513
21975	645012	CI	60417
21976	645014	CI	nan
21977	645015	CI	371072
21978	645016	CI	371073
21979	645022	CI	371076
21980	645023	CI	371077
21981	645024	CI	371078
21982	645025	CI	371079
21983	645026	CI	371080
21984	645027	CI	371081
21985	645028	CI	371082
21986	645029	CI	371083
21987	645030	CI	371084
21988	645031	CI	371085
21989	645032	CI	371086
21990	645033	CI	371087
21991	645034	CI	371088
21992	645035	CI	371089
21993	645036	CI	371090
21994	645037	CI	371091
21995	645038	CI	371092
21996	645039	CI	177746
21997	645040	CI	371093
21998	645041	CI	371094
21999	645042	CI	371095
22000	645043	CI	371096
22001	645044	CI	371097
22002	645045	CI	371098
22003	645046	CI	371099
22004	645047	CI	371100
22005	645048	CI	371101
22006	645049	CI	371102
22007	645050	CI	371103
22008	645051	CI	371104
22009	645052	CI	371105
22010	645053	CI	371106
22011	645054	CI	371107
22012	645055	CI	371108
22013	645056	CM	135499220
22014	645057	CI	135499221
22015	645058	CI	135499222
22016	645059	CI	135499223
22017	645060	CI	135499224
22018	645061	CI	135427247
22019	645062	CI	135467660
22020	645063	CI	135499225
22021	645064	CI	135499226
22022	645065	CI	371118
22023	645066	CI	5466895
22024	645067	CI	371120
22025	645068	CI	371121
22026	645069	CI	6105764
22027	645070	CI	5839697
22028	645071	CI	6110148
22029	645072	CI	5835134
22030	645086	CI	371126
22031	645087	CI	371127
22032	645088	CI	135499227
22033	645089	CI	54680634
22034	645090	CI	371130
22035	645091	CI	371131
22036	645092	CI	371132
22037	645094	CI	371133
22038	645098	CA	3001546
22039	645115	CA	5466896
22040	645124	CA	3000947
22041	645129	CA	9554696
22042	645140	CI	371139
22043	645144	CI	371140
